"X","state","county","cattle.farms","cattle.count","hog.farm","hog.count","layer.farm","layer.count","broiler.farm","broiler.count","sheep.farm","sheep.count"
1185,"maryland","dorchester",8,128,4,40,9,226,70,41470106,2,-47
1186,"maryland","frederick",469,35336,77,3327,303,67900,30,14933,119,2757
1187,"maryland","garrett",333,12068,41,-47,119,3653,13,772,41,947
1188,"maryland","harford",164,7318,34,528,125,5167,5,3000,56,1024
1189,"maryland","howard",70,2222,16,273,67,1805,5,1650,48,820
1190,"maryland","kent",36,8017,4,-47,19,727,29,9655020,8,552
1191,"maryland","montgomery",88,2844,23,283,159,5338,6,366,56,974
1192,"maryland","princegeorges",58,1387,12,254,80,2923,8,6897,19,332
1193,"maryland","queenannes",57,3580,14,392,42,3283,42,27022326,22,693
1194,"maryland","stmarys",170,3276,61,1151,165,6229,17,-47,36,434
1195,"maryland","somerset",12,334,NA,NA,10,7224,90,43310068,6,127
1196,"maryland","talbot",22,982,2,-47,26,1276,23,7125165,25,615
1197,"maryland","washington",393,36191,36,3497,165,-47,13,1681,81,3551
1198,"maryland","wicomico",25,598,6,59,27,655,85,49917462,7,-47
1199,"maryland","worcester",21,394,13,546,19,-47,71,44436121,4,448
1201,"massachusetts","barnstable",15,55,15,328,51,4076,1,-47,16,113
1202,"massachusetts","berkshire",109,6700,24,199,120,8424,5,21700,50,1761
1203,"massachusetts","bristol",117,4149,33,998,101,10188,17,101643,55,934
1204,"massachusetts","dukes",5,122,8,27,20,1450,5,1788,16,437
1205,"massachusetts","essex",48,1835,6,28,112,5742,12,341,34,558
1206,"massachusetts","franklin",154,4788,48,573,171,6701,24,8544,58,1517
1207,"massachusetts","hampden",80,1490,15,152,130,4993,11,-47,41,561
1208,"massachusetts","hampshire",148,3919,29,1646,164,7409,37,10811,92,1814
1209,"massachusetts","middlesex",50,2513,18,171,129,9997,13,13498,59,1015
1210,"massachusetts","nantucket",NA,NA,NA,NA,4,156,NA,NA,NA,NA
1211,"massachusetts","norfolk",32,398,11,921,76,2659,7,3228,12,153
1212,"massachusetts","plymouth",58,773,24,573,126,4126,7,2150,42,646
1213,"massachusetts","suffolk",6,42,NA,NA,6,30,NA,NA,NA,NA
1214,"massachusetts","worcester",244,6309,75,1655,401,116679,41,10806,156,2771
1216,"michigan","alcona",37,1431,12,81,30,766,2,-47,18,367
1217,"michigan","alger",25,1364,3,7,21,-47,4,435,6,476
1218,"michigan","allegan",307,50868,68,221437,210,6495609,35,2282346,62,1893
1219,"michigan","alpena",126,7233,20,169,51,3263,7,1142,41,1378
1220,"michigan","antrim",51,3670,10,198,64,2520,5,1555,11,398
1221,"michigan","arenac",55,10508,12,182,30,576,NA,NA,2,-47
1222,"michigan","baraga",27,1552,2,-47,15,562,4,101,8,578
1223,"michigan","barry",312,37045,51,580,225,4306,24,1912,66,983
1224,"michigan","bay",72,3398,11,290,33,629,7,400,15,229
1225,"michigan","benzie",20,593,11,142,35,689,9,411,1,-47
1226,"michigan","berrien",57,2077,29,22805,89,2610,15,-47,21,428
1227,"michigan","branch",176,11867,56,79793,124,2462,17,3551150,38,1239
1228,"michigan","calhoun",199,13899,39,-47,139,8086,43,8366,38,484
1229,"michigan","cass",109,3632,47,111859,74,-47,23,20558,36,2457
1230,"michigan","charlevoix",53,1902,7,41,54,2025,12,912,18,-47
1231,"michigan","cheboygan",82,1783,16,268,47,1829,8,1360,22,505
1232,"michigan","chippewa",83,3757,12,142,59,2044,15,1483,21,5257
1233,"michigan","clare",131,8652,19,104,55,2439,4,270,12,369
1234,"michigan","clinton",238,61964,54,17263,193,6584,28,-47,63,1460
1235,"michigan","crawford",6,86,1,-47,12,172,2,-47,NA,NA
1236,"michigan","delta",89,5206,17,92,43,844,10,146,8,65
1237,"michigan","dickinson",32,1571,5,25,21,549,8,144,2,-47
1238,"michigan","eaton",233,7777,28,272,172,3543,19,1241,50,1493
1239,"michigan","emmet",85,2258,19,148,97,6479,27,3165,29,1191
1240,"michigan","genesee",128,4805,30,435,237,6106,20,1561,56,1122
1241,"michigan","gladwin",123,4143,17,154,81,2023,8,323,29,550
1242,"michigan","gogebic",20,235,3,10,20,308,NA,NA,4,148
1243,"michigan","grandtraverse",69,2076,30,11217,96,2541,18,1012,21,407
1244,"michigan","gratiot",176,59950,20,41033,54,1291,8,467,46,2218
1245,"michigan","hillsdale",372,47019,50,42381,169,4898,20,3442,123,3660
1246,"michigan","houghton",49,1046,11,98,40,1105,5,308,6,572
1247,"michigan","huron",266,118882,30,49131,74,-47,2,-47,15,551
1248,"michigan","ingham",186,17858,47,3520,177,25692,40,1947,50,2352
1249,"michigan","ionia",252,46784,50,49296,152,-47,25,1502,58,1511
1250,"michigan","iosco",67,5888,12,120,51,1115,2,-47,10,516
1251,"michigan","iron",26,578,13,95,20,388,6,123,14,675
1252,"michigan","isabella",183,26887,11,53,80,2068,5,392,19,617
1253,"michigan","jackson",217,11819,31,853,192,8668,28,8366,73,6089
1254,"michigan","kalamazoo",94,14030,27,108243,100,2622,2,-47,25,1968
1255,"michigan","kalkaska",19,937,11,158,34,1201,12,812,5,32
1256,"michigan","kent",245,21803,40,20919,192,5489,38,3253,53,606
1257,"michigan","keweenaw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,"michigan","lake",49,1114,9,52,26,1174,9,394,10,435
1259,"michigan","lapeer",272,10151,34,214,244,6882,56,4990,55,1145
1260,"michigan","leelanau",50,1581,23,854,88,2549,30,878,32,389
1261,"michigan","lenawee",193,33584,28,6308,130,4753,23,837,53,857
1262,"michigan","livingston",125,7195,27,167,147,3933,41,6166,48,1329
1263,"michigan","luce",16,448,7,20,18,649,13,916,NA,NA
1264,"michigan","mackinac",25,2199,1,-47,21,428,1,-47,20,733
1265,"michigan","macomb",43,4977,6,494,85,2860,27,7510,13,261
1266,"michigan","manistee",67,2608,7,96,62,11495,16,1002,7,169
1267,"michigan","marquette",49,673,23,103,70,4368,28,3680,23,124
1268,"michigan","mason",70,5651,34,15237,62,1514,16,1080,13,382
1269,"michigan","mecosta",245,10856,49,132269,139,6267,29,6644,41,2292
1270,"michigan","menominee",94,16996,6,37,35,919,8,264,3,-47
1271,"michigan","midland",110,7723,24,3355,110,3059,12,801,27,411
1272,"michigan","missaukee",110,58609,9,34,49,5541,9,3200,17,901
1273,"michigan","monroe",133,2994,28,296,157,6979,20,1559,43,411
1274,"michigan","montcalm",293,21893,53,31783,164,7769,21,1192,60,1607
1275,"michigan","montmorency",45,1620,12,76,19,608,NA,NA,3,60
1276,"michigan","muskegon",114,9372,24,4544,57,26448,8,699,8,152
1277,"michigan","newaygo",278,34607,61,974,158,4866,27,1554,39,680
1278,"michigan","oakland",68,1028,27,481,163,4445,15,2920,39,461
1279,"michigan","oceana",87,5392,27,49940,88,1985,5,402,15,333
1280,"michigan","ogemaw",91,12212,31,371,44,1062,5,-47,16,705
1281,"michigan","ontonagon",37,1441,7,169,9,125,2,-47,8,338
1282,"michigan","osceola",210,22601,41,15186,84,2052,10,23914,52,2499
1283,"michigan","oscoda",54,3143,12,62,34,802,18,1218,13,718
1284,"michigan","otsego",50,952,9,130,48,1285,12,5209,5,105
1285,"michigan","ottawa",276,38173,57,70241,127,-47,24,-47,44,1856
1286,"michigan","presqueisle",73,2655,19,85,45,1204,8,382,5,91
1287,"michigan","roscommon",9,104,3,17,5,84,NA,NA,2,-47
1288,"michigan","saginaw",120,6144,33,-47,111,3105,9,897,42,434
1289,"michigan","stclair",177,8269,38,243,215,4995,39,3519,69,1170
1290,"michigan","stjoseph",177,11771,47,26328,165,49771,20,5683580,46,2209
1291,"michigan","sanilac",357,66576,47,1641,179,3913,34,6556,44,1505
1292,"michigan","schoolcraft",19,1352,3,36,12,-47,NA,NA,3,24
1293,"michigan","shiawassee",202,18566,36,1478,135,4446,27,2713,45,1012
1294,"michigan","tuscola",254,22000,54,15985,152,4258,42,3408,39,1220
1295,"michigan","vanburen",121,12036,41,-47,129,6277,7,488,21,902
1296,"michigan","washtenaw",177,14023,68,5668,320,11433,65,10641,111,7931
1297,"michigan","wayne",28,251,24,327,58,1266,13,2345,17,400
1298,"michigan","wexford",76,4184,28,277,73,1599,16,1562,16,538
1300,"minnesota","aitkin",180,7879,18,171,77,1681,11,1620,11,125
1301,"minnesota","anoka",43,886,12,231,56,1883,5,395,11,176
1302,"minnesota","becker",295,30827,11,24991,53,1156,2,-47,15,243
1303,"minnesota","beltrami",222,13648,16,209,64,1469,9,301,17,370
1304,"minnesota","benton",288,44073,36,34685,76,31573,31,7126050,27,407
1305,"minnesota","bigstone",59,4375,7,45114,14,273,1,-47,1,-47
1306,"minnesota","blueearth",87,5372,94,669744,49,-47,4,790,27,2361
1307,"minnesota","brown",208,33601,66,244365,43,2231,4,455,16,1240
1308,"minnesota","carlton",220,7167,10,60,106,3822,19,1399,22,590
1309,"minnesota","carver",173,19459,13,25743,88,1809,3,36,33,2127
1310,"minnesota","cass",216,15184,12,222,111,2539,14,613,9,152
1311,"minnesota","chippewa",46,16299,19,61623,19,360,2,-47,20,1928
1312,"minnesota","chisago",168,5723,19,484,175,4324,13,344,52,1126
1313,"minnesota","clay",118,7952,6,13515,52,830278,3,200,18,492
1314,"minnesota","clearwater",196,16505,7,538,38,851,11,1233,29,1108
1315,"minnesota","cook",4,49,1,-47,7,92,1,-47,NA,NA
1316,"minnesota","cottonwood",121,18565,50,341754,22,805,14,492832,16,3718
1317,"minnesota","crowwing",163,6631,3,25,53,919,23,348661,6,78
1318,"minnesota","dakota",189,33205,19,4808,104,7046,10,1923,52,972
1319,"minnesota","dodge",179,23457,37,243721,69,3073,16,1760,28,665
1320,"minnesota","douglas",238,14600,15,1179,96,2500,16,2375,26,1885
1321,"minnesota","faribault",91,6228,65,278094,36,785,6,694,15,506
1322,"minnesota","fillmore",546,60869,84,135192,128,18326,17,1432,74,2932
1323,"minnesota","freeborn",150,9173,60,224400,47,1417,8,930,27,583
1324,"minnesota","goodhue",475,68383,62,99919,151,11070,27,2469,81,3045
1325,"minnesota","grant",47,12644,1,-47,18,796,3,160,2,-47
1326,"minnesota","hennepin",66,3300,7,48,106,2556,14,672,35,472
1327,"minnesota","houston",306,46700,10,18419,59,1471,3,142,23,686
1328,"minnesota","hubbard",142,5981,4,16,42,756,1,-47,6,243
1329,"minnesota","isanti",171,7620,42,20543,196,4592,26,2162,43,688
1330,"minnesota","itasca",160,5421,20,123,90,2312,25,1648,25,563
1331,"minnesota","jackson",119,15036,71,229617,29,-47,3,145,23,1816
1332,"minnesota","kanabec",192,6258,25,-47,113,29040,24,4322,44,697
1333,"minnesota","kandiyohi",256,41065,32,137155,90,1746,8,278,32,939
1334,"minnesota","kittson",56,8448,1,-47,9,138,1,-47,5,43
1335,"minnesota","koochiching",58,3251,4,15,36,1210,6,1070,NA,NA
1336,"minnesota","lacquiparle",83,8186,50,159369,17,281,1,-47,5,270
1337,"minnesota","lake",9,62,2,-47,17,663,4,160,2,-47
1338,"minnesota","lakeofthewoods",37,1693,3,6,19,412,2,-47,NA,NA
1339,"minnesota","lesueur",149,11800,74,109236,69,1489,23,5347,22,1187
1340,"minnesota","lincoln",121,17734,20,131627,10,166,NA,NA,13,2775
1341,"minnesota","lyon",210,57000,82,444988,33,-47,4,780,38,8724
1342,"minnesota","mcleod",198,17922,15,7779,83,3374,10,2537,38,4738
1343,"minnesota","mahnomen",63,5169,4,57,11,386,NA,NA,3,-47
1344,"minnesota","marshall",164,10835,3,9,24,497,1,-47,6,427
1345,"minnesota","martin",115,12977,157,845233,36,908,6,552,13,1819
1346,"minnesota","meeker",227,34907,20,1752,75,5700533,14,2565,30,771
1347,"minnesota","millelacs",210,12633,21,127,119,362928,16,-47,18,644
1348,"minnesota","morrison",668,70675,48,59596,195,312324,91,20650190,29,1099
1349,"minnesota","mower",223,21245,82,237896,87,2624,6,208,17,434
1350,"minnesota","murray",165,53015,60,198432,23,638,5,530,13,3361
1351,"minnesota","nicollet",117,22187,88,405026,34,1978554,4,386,22,609
1352,"minnesota","nobles",195,74944,132,504733,45,1585,14,1090,26,990
1353,"minnesota","norman",68,3536,10,-47,18,387,3,-47,8,896
1354,"minnesota","olmsted",313,45167,23,37041,109,1977,14,456,24,479
1355,"minnesota","ottertail",689,70204,30,599,201,4145,13,300,84,3933
1356,"minnesota","pennington",68,7058,2,-47,14,238,NA,NA,4,125
1357,"minnesota","pine",308,19294,23,202,156,2845,14,1238,47,1219
1358,"minnesota","pipestone",197,62663,34,303763,27,517,5,434,40,4162
1359,"minnesota","polk",151,13468,28,1862,53,1082,9,366,28,809
1360,"minnesota","pope",194,19845,15,68364,50,866,8,-47,16,903
1361,"minnesota","ramsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1362,"minnesota","redlake",67,10937,2,-47,5,85,NA,NA,5,161
1363,"minnesota","redwood",214,49053,100,352676,47,852,3,-47,31,2056
1364,"minnesota","renville",125,26887,57,253395,37,930,7,690,43,6685
1365,"minnesota","rice",224,16167,41,149572,139,5350,44,22101,38,1841
1366,"minnesota","rock",201,70805,101,400859,29,523,6,109,15,665
1367,"minnesota","roseau",172,16286,14,13262,48,1076,7,572,23,1016
1368,"minnesota","stlouis",254,11243,33,266,216,6331,34,3397,39,401
1369,"minnesota","scott",147,10819,6,-47,131,3977,11,1935,36,950
1370,"minnesota","sherburne",102,11468,19,-47,120,-47,21,-47,36,328
1371,"minnesota","sibley",226,28226,46,79804,69,-47,8,350,17,468
1372,"minnesota","stearns",1258,187176,84,65897,298,897819,76,11989349,72,3665
1373,"minnesota","steele",145,6622,48,116411,49,588,14,1520,16,291
1374,"minnesota","stevens",82,53804,43,210165,18,280,8,446,12,256
1375,"minnesota","swift",110,31135,14,26698,17,459,5,275,6,110
1376,"minnesota","todd",600,50660,54,7175,236,2036330,38,2868,75,2228
1377,"minnesota","traverse",19,12129,6,12478,2,-47,NA,NA,1,-47
1378,"minnesota","wabasha",317,64958,36,41069,56,1886,5,246,30,1099
1379,"minnesota","wadena",180,9719,13,153,56,3421,8,367,20,2098
1380,"minnesota","waseca",101,9649,51,216305,49,1087,2,-47,17,746
1381,"minnesota","washington",71,2133,14,338,67,1544,4,125,39,361
1382,"minnesota","watonwan",58,5979,47,248970,31,1426,11,4224,18,2624
1383,"minnesota","wilkin",37,3241,8,22,12,341,NA,NA,4,190
1384,"minnesota","winona",443,85123,28,55794,116,12886,21,11919,33,2553
1385,"minnesota","wright",337,27929,34,4681,213,-47,36,2365,59,1413
1386,"minnesota","yellowmedicine",143,19424,44,214088,38,664,8,1900,35,1924
1388,"mississippi","adams",75,2495,NA,NA,7,212,1,-47,NA,NA
1389,"mississippi","alcorn",141,7237,10,174,39,115456,1,-47,7,198
1390,"mississippi","amite",237,13336,14,260,34,1198,17,9696643,5,147
1391,"mississippi","attala",164,5115,NA,NA,44,781,2,-47,9,168
1392,"mississippi","benton",105,5531,8,134,24,273,NA,NA,NA,NA
1393,"mississippi","bolivar",8,2375,NA,NA,NA,NA,NA,NA,NA,NA
1394,"mississippi","calhoun",171,9916,8,315,23,488,NA,NA,12,173
1395,"mississippi","carroll",175,17887,9,116,41,922,1,-47,8,41
1396,"mississippi","chickasaw",149,23746,7,57135,28,120426,6,4500000,NA,NA
1397,"mississippi","choctaw",101,3945,9,-47,16,415,NA,NA,7,530
1398,"mississippi","claiborne",91,5029,1,-47,5,185,NA,NA,1,-47
1399,"mississippi","clarke",139,7747,4,46,42,1389,12,11975094,1,-47
1400,"mississippi","clay",225,16433,10,68800,19,394,1,-47,2,-47
1401,"mississippi","coahoma",11,626,NA,NA,3,20,NA,NA,NA,NA
1402,"mississippi","copiah",235,17749,11,71,66,1532,16,10636400,7,230
1403,"mississippi","covington",264,32943,17,263,27,102650,52,33445877,12,195
1404,"mississippi","desoto",118,4501,8,31,48,2623,NA,NA,23,505
1405,"mississippi","forrest",128,4475,17,72,64,1484,6,1464075,5,160
1406,"mississippi","franklin",95,3817,2,-47,13,196,NA,NA,NA,NA
1407,"mississippi","george",243,9469,23,374,73,2188,1,-47,20,604
1408,"mississippi","greene",229,18081,21,78,69,115025,16,15957000,27,1079
1409,"mississippi","grenada",69,5496,7,9,22,574,NA,NA,3,-47
1410,"mississippi","hancock",139,8376,18,68,51,1425,1,-47,15,178
1411,"mississippi","harrison",150,4109,20,197,78,1266,3,24,21,318
1412,"mississippi","hinds",395,28107,24,197,62,-47,3,54,16,169
1413,"mississippi","holmes",138,9762,6,76,26,1064,NA,NA,4,16
1414,"mississippi","humphreys",8,94,3,60,NA,NA,NA,NA,NA,NA
1415,"mississippi","issaquena",2,NA,NA,NA,1,-47,NA,NA,NA,NA
1416,"mississippi","itawamba",147,5081,5,21,23,775,NA,NA,6,284
1417,"mississippi","jackson",190,7515,20,64,104,2925,11,1920,22,134
1418,"mississippi","jasper",213,11132,2,-47,21,100301,70,38152278,6,311
1419,"mississippi","jefferson",93,3922,17,158,10,208,8,5416000,1,-47
1420,"mississippi","jeffersondavis",167,7215,6,15,25,-47,27,13193036,4,128
1421,"mississippi","jones",429,21774,8,40,68,53550,92,51474709,13,498
1422,"mississippi","kemper",208,11378,12,102,21,-47,7,3355000,15,376
1423,"mississippi","lafayette",142,7832,NA,NA,30,1813,4,32,24,372
1424,"mississippi","lamar",219,10941,10,44,78,68651,17,4924030,20,227
1425,"mississippi","lauderdale",108,3672,NA,NA,37,997,NA,NA,10,305
1426,"mississippi","lawrence",162,10954,5,55,28,527,43,29646281,6,68
1427,"mississippi","leake",232,12287,3,18,21,-47,82,65310554,3,53
1428,"mississippi","lee",164,7614,10,122,35,1092,2,-47,7,236
1429,"mississippi","leflore",12,539,NA,NA,6,392,NA,NA,NA,NA
1430,"mississippi","lincoln",352,19236,26,78,82,54940,31,19098205,10,152
1431,"mississippi","lowndes",122,8792,11,-47,28,593,8,3675009,3,69
1432,"mississippi","madison",182,9645,7,105,50,1294,4,-47,5,5
1433,"mississippi","marion",228,12603,7,17,52,335516,35,18904960,6,96
1434,"mississippi","marshall",222,15251,5,92,46,1207,5,250,14,119
1435,"mississippi","monroe",169,8384,9,13,47,4948,4,-47,6,53
1436,"mississippi","montgomery",122,4571,1,-47,15,660,4,20,11,187
1437,"mississippi","neshoba",292,17061,10,138,55,139947,58,42997124,2,-47
1438,"mississippi","newton",300,17823,19,155,75,147057,36,28099668,11,32
1439,"mississippi","noxubee",191,17083,9,-47,16,238178,12,8469280,9,1353
1440,"mississippi","oktibbeha",162,13081,11,7797,31,627,1,-47,7,516
1441,"mississippi","panola",227,11120,NA,NA,18,589,4,40,5,719
1442,"mississippi","pearlriver",381,21850,31,417,121,4629,5,3400,32,744
1443,"mississippi","perry",151,6014,9,84,63,29681,8,1776016,16,330
1444,"mississippi","pike",259,10794,11,105,70,-47,11,6183845,18,479
1445,"mississippi","pontotoc",239,12888,19,74,75,4486,2,-47,27,774
1446,"mississippi","prentiss",159,16594,8,38,32,794,NA,NA,30,907
1447,"mississippi","quitman",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1448,"mississippi","rankin",248,16929,15,45,65,135109,33,27433187,8,156
1449,"mississippi","scott",374,27536,14,54,43,177855,53,43562300,8,143
1450,"mississippi","sharkey",2,NA,NA,NA,3,-47,NA,NA,2,-47
1451,"mississippi","simpson",217,25046,6,32,42,216968,46,37022760,7,450
1452,"mississippi","smith",310,16990,12,280,38,83686,71,47978115,3,254
1453,"mississippi","stone",153,8155,5,29,57,1625,2,-47,18,1018
1454,"mississippi","sunflower",8,137,NA,NA,13,276,NA,NA,NA,NA
1455,"mississippi","tallahatchie",65,3106,NA,NA,13,243,NA,NA,NA,NA
1456,"mississippi","tate",238,22573,1,-47,47,1380,NA,NA,16,594
1457,"mississippi","tippah",187,6915,18,41,48,755,NA,NA,18,909
1458,"mississippi","tishomingo",100,2792,8,46,11,-47,NA,NA,3,54
1459,"mississippi","tunica",6,969,NA,NA,1,-47,NA,NA,1,-47
1460,"mississippi","union",223,8121,9,99,30,358,NA,NA,6,356
1461,"mississippi","walthall",312,20061,12,68,61,92068,32,17732861,5,37
1462,"mississippi","warren",47,4804,4,184,21,602,NA,NA,2,-47
1463,"mississippi","washington",5,731,11,46,10,352,NA,NA,4,100
1464,"mississippi","wayne",263,11453,8,42,66,261748,71,49889619,8,278
1465,"mississippi","webster",69,1861,7,-47,20,201,3,45,NA,NA
1466,"mississippi","wilkinson",83,11349,10,212,9,250,NA,NA,NA,NA
1467,"mississippi","winston",209,9946,11,80,47,239464,16,12024510,1,-47
1468,"mississippi","yalobusha",128,8150,6,250,31,1657,NA,NA,8,104
1469,"mississippi","yazoo",134,11588,4,514,19,1338,NA,NA,4,24
1471,"missouri","adair",323,32947,15,261,82,-47,6,270,35,1643
1472,"missouri","andrew",185,11939,3,-47,51,910,1,-47,15,353
1473,"missouri","atchison",75,5280,7,29,13,191,NA,NA,NA,NA
1474,"missouri","audrain",277,29363,27,117374,103,185693,8,1953,45,2145
1475,"missouri","barry",927,94412,29,837,156,327353,110,67540461,41,1070
1476,"missouri","barton",466,61329,29,165744,65,1416,NA,NA,26,799
1477,"missouri","bates",557,78509,34,41531,96,1987,3,117,33,1827
1478,"missouri","benton",470,42334,10,9717,69,265619,37,19686160,28,886
1479,"missouri","bollinger",392,23232,15,86,91,1663,2,-47,19,1087
1480,"missouri","boone",306,16663,7,-47,174,10544,18,-47,41,851
1481,"missouri","buchanan",160,8226,8,331,46,734,NA,NA,9,386
1482,"missouri","butler",156,5867,7,15,54,727,NA,NA,13,176
1483,"missouri","caldwell",272,23718,21,-47,87,2074,7,786,23,1146
1484,"missouri","callaway",514,31507,36,208868,122,2606,9,547,38,1783
1485,"missouri","camden",349,22982,15,37678,82,1492,2,-47,8,792
1486,"missouri","capegirardeau",432,34352,17,903,72,2468,10,368,23,876
1487,"missouri","carroll",244,24360,5,-47,36,825,NA,NA,17,512
1488,"missouri","carter",99,5385,3,14,22,334,1,-47,5,100
1489,"missouri","cass",557,35225,47,30164,190,4584,18,539,24,215
1490,"missouri","cedar",546,67686,25,1592,114,284714,15,189,23,1259
1491,"missouri","chariton",297,38898,14,46582,39,653,NA,NA,14,1035
1492,"missouri","christian",701,47798,35,255,142,3915,4,218,32,895
1493,"missouri","clark",144,15654,10,19512,18,596,2,-47,9,967
1494,"missouri","clay",156,17688,3,59,77,1843,4,-47,16,369
1495,"missouri","clinton",256,25850,9,-47,69,2621,4,-47,28,826
1496,"missouri","cole",583,32257,18,1569,85,1932,8,510,39,1197
1497,"missouri","cooper",377,49333,12,-47,53,228164,2,-47,25,672
1498,"missouri","crawford",364,29196,7,80,102,2445,6,887,22,1490
1499,"missouri","dade",502,83715,12,107,45,920,14,6840048,25,1117
1500,"missouri","dallas",656,54832,33,-47,165,576076,17,145310,52,1746
1501,"missouri","daviess",272,16180,33,130983,79,79203,1,-47,28,1648
1502,"missouri","dekalb",253,27059,6,13,55,2217,8,734132,10,516
1503,"missouri","dent",375,39002,30,801,89,1177,1,-47,35,1701
1504,"missouri","douglas",744,74595,26,115,134,2266,1,-47,29,574
1505,"missouri","dunklin",42,1294,8,26,12,171,NA,NA,1,-47
1506,"missouri","franklin",763,45866,40,34983,254,5337,20,3691,66,1043
1507,"missouri","gasconade",403,37564,12,164,79,1535,2,-47,24,452
1508,"missouri","gentry",228,39861,32,128435,59,7152,8,7210,28,1347
1509,"missouri","greene",985,62493,42,893,319,5280,14,675,62,1532
1510,"missouri","grundy",197,17242,13,43147,34,-47,NA,NA,25,1249
