st_co,CRCT_ST_CO,GEOID,DRY1997NUM,DRY1997CAL,HOG1997NUM,HOG1997CAL,BRL1997NUM,BRL1997CAL,LAY1997NUM,LAY1997CAL,ALL1997AU,COW2002NUM,COW2002CAL,DRY2002NUM,DRY2002CAL,HOG2002NUM,HOG2002CAL,BRL2002NUM,BRL2002CAL,LAY2002NUM,LAY2002CAL,ALL2002AU,COW2007NUM,COW2007CAL,DRY2007NUM,DRY2007CAL,HOG2007NUM,HOG2007CAL,BRL2007NUM,BRL2007CAL,LAY2007NUM,LAY2007CAL,ALL2007AU,COW2012NUM,COW2012CAL,DRY2012NUM,DRY2012CAL,HOG2012NUM,HOG2012CAL,BRL2012NUM,BRL2012CAL,LAY2012NUM,LAY2012CAL,ALL2012AU,COW2017FAC,COW2017NUM,COW2017CALC,DRY2017FAC,DRY2017NUM,DRY2017CAL,HOG2017FAC,HOG2017NUM,HOG2017CAL,BRL2017FAC,BRL2017NUM ,BRL2017CAL,LAY2017FAC,LAY2017NUM,LAY2017CAL,ALL2017AU
Iowa_Mahaska,Iowa_Mahaska,19123, ,N,172514,N, ,N,466856,Y,20843.964,8420,N, ,N,174587,N, ,N,808031,Y,29824,13670,N, ,N,241932,N, ,N,2558687,Y,48841,8230,N,,N,284823,N,,N,1266349,Y,43618,9,9616,n,,,,58,322119,n,,,,1,1866227.345,y,51331.23138
Iowa_Marion,Iowa_Marion,19125, ,N,49645,N, ,N, ,N,5460.95, ,N, ,N,31792,N, ,N, ,N,3497,1238,Y, ,N,26797,N, ,N, ,N,4034,,N,,N,24768,N,,N,,N,2725,2,3265.16129,y,,,,8,29185,n,,,,,,,6073.896452
Iowa_Marshall,Iowa_Marshall,19127,651,Y,80328,N, ,N, ,N,8923.965,3458,N,1188,Y,117650,N, ,N, ,N,17581,3974,N,1504,Y,129620,N, ,N, ,N,19778,3635,N,1845,Y,172680,N,,N,,N,24679,3,2125,n,1,1832.434783,y,37,176841,n,,,,,,,23725.78674
Iowa_Mills,Iowa_Mills,19129, ,N,18071,Y, ,N, ,N,1987.81,1822,Y, ,N, ,N, ,N, ,N,1598,1238,Y, ,N, ,N, ,N, ,N,1086,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Iowa_Mitchell,Iowa_Mitchell,19131, ,N,198956,N, ,N,933712,Y,25620.008,11193,N, ,N,196070,N, ,N,808031,Y,34620,16736,N, ,N,251680,N, ,N,1279344,Y,47486,23980,N,,N,211700,N,,N,1266349,Y,49390,24,25803,n,,,,33,185047,n,,,,,,,42984.401
Iowa_Monona,Iowa_Monona,19133, ,N,26591,N, ,N, ,N,2925.01,7575,N, ,N,29468,N, ,N, ,N,9887,7053,N, ,N,24774,N, ,N, ,N,8912,5727,N,,N,15150,N,,N,,N,6690,9,8253,n,,,,9,44160.69231,y,,,,,,,12095.55715
Iowa_Monroe,Iowa_Monroe,19135, ,N,36374,N, ,N, ,N,4001.14,911,Y, ,N,51641,N, ,N, ,N,6480, ,N,1504,Y,11980,N, ,N, ,N,3350,2605,N,1845,Y,8727,Y,,N,,N,5739,,,,1,1832.434783,y,8,29118,n,,,,,,,5612.631739
Iowa_Montgomery,Iowa_Montgomery,19137, ,N,19413,N, ,N,466856,Y,4002.854,7173,N, ,N,9294,N, ,N,808031,Y,10546,13621,N, ,N,6186,N, ,N,1279344,Y,17746,6587,N,,N,,N,,N,1266349,Y,10843,4,4580,n,,,,10,32940,n,,,,1,1866227.345,y,15104.96938
Iowa_Muscatine,Iowa_Muscatine,19139, ,N,32112,N, ,N, ,N,3532.32,911,Y, ,N,29207,N, ,N, ,N,4012,1238,Y,1504,Y,47103,N, ,N, ,N,8300,3170,N,,N,95630,N,,N,,N,13301,3,2696,n,,,,17,84370,n,,,,,,,11645.092
Iowa_O'Brien,Iowa_OBrien,19141, ,N,205966,N, ,N,466856,Y,24523.684,13823,N, ,N,295606,N, ,N,1616063,Y,51109,23564,N, ,N,448751,N,339273,Y,1279344,Y,75901,23173,N,3691,Y,482695,N,,N,,N,78417,20,24324,n,3,8400,n,132,491064,n,6,905202.7972,y,,,,88386.63415
Iowa_Osceola,Iowa_Osceola,19143, ,N,179294,N, ,N,466856,Y,21589.764,8276,N,2376,Y,217453,N, ,N,808031,Y,37625,10822,N,4750,N,435126,N, ,N,1279344,Y,68898,6531,N,3691,Y,323337,N,,N,1266349,Y,51353,15,15841,n,3,4984,n,87,434226,n,,,,1,1866227.345,y,75676.28638
Iowa_Page,Iowa_Page,19145, ,N,34111,N, ,N, ,N,3752.21,3641,N, ,N,70941,Y, ,N, ,N,10998,3083,N, ,N,10913,N, ,N, ,N,3905,5935,N,,N,16429,N,,N,,N,7014,7,5500,n,,,,11,20370,n,,,,,,,7064.2
Iowa_Palo Alto,Iowa_PaloAlto,19147, ,N,160606,N, ,N,1400568,Y,23268.932,5257,N, ,N,356156,N, ,N,2424094,Y,53488,7857,N, ,N,516166,N, ,N,1279344,Y,68793,6664,N,,N,452688,N,,N,2532698,Y,65777,13,11580,n,,,,65,548754,n,,,,1,1866227.345,y,77983.50938
Iowa_Plymouth,Iowa_Plymouth,19149, ,N,343087,N, ,N, ,N,37739.57,15031,N,1188,Y,511407,N, ,N, ,N,71050,43395,N,1504,Y,732736,N, ,N, ,N,120707,30011,N,3691,Y,722227,N,,N,,N,110766,47,53149,n,2,3664.869565,y,152,909046,n,,,,,,,151426.0365
Iowa_Pocahontas,Iowa_Pocahontas,19151, ,N,80096,N, ,N,466856,Y,10677.984,4137,N,1188,Y,142620,N, ,N,808031,Y,24156,2475,Y,1504,Y,206390,N, ,N,1279344,Y,32025,5000,N,1845,Y,234407,N,,N,1266349,Y,37733,5,4634,n,1,1832.434783,y,48,396753,n,,,,1,1866227.345,y,57581.40912
Iowa_Polk,Iowa_Polk,19153, ,N,8245,N, ,N, ,N,906.95, ,N, ,N,14112,N, ,N, ,N,1552,2475,Y, ,N,28310,N, ,N, ,N,5285,1615,Y,,N,8727,Y,,N,,N,2377,,,,,,,1,4906.74359,y,,,,,,,539.7417949
Iowa_Pottawattamie,Iowa_Pottawattamie,19155, ,N,45015,N, ,N, ,N,4951.65,23205,N, ,N,41674,N, ,N, ,N,24940,42953,N, ,N,54764,N, ,N, ,N,43703,26062,N,,N,76830,N,,N,,N,31314,21,31302,n,,,,18,83436,n,,,,,,,36629.814
Iowa_Poweshiek,Iowa_Poweshiek,19157, ,N,55618,N, ,N, ,N,6117.98,911,Y,1188,Y,28610,N, ,N,808031,Y,8783, ,N,1504,Y,44305,N, ,N,1279344,Y,12023,,N,3691,Y,85860,N,,N,1266349,Y,19499,,,,2,3664.869565,y,12,87823,n,,,,1,1866227.345,y,21944.74286
Iowa_Ringgold,Iowa_Ringgold,19159, ,N,172134,N, ,9,, ,18934.74,2050,N, ,N,91853,N,199.8,1,, ,12164,2475,Y, ,N,78810,N,261, ,, ,10841,6684,N,,N,93898,N,,,,,16193,5,5138,n,,,,11,114432,n,,,,,,,17093.546
Iowa_Sac,Iowa_Sac,19161, ,N,287926,N, ,N, ,N,31671.86,12271,N, ,N,387778,N, ,N, ,N,53424,40604,N, ,N,454986,N, ,N, ,N,85671,20153,N,,N,410380,N,,N,,N,62824,19,20364,n,,,,60,449683,n,,,,,,,67324.358
Iowa_Scott,Iowa_Scott,19163, ,N,62461,N, ,N, ,N,6870.71,2850,N, ,N,85293,N, ,N, ,N,11883,2475,Y, ,N,104002,N, ,N, ,N,13612,4276,N,,N,164328,N,,N,,N,21829,8,7501,n,,,,21,255201,n,,,,,,,34650.487
Iowa_Shelby,Iowa_Shelby,19165, ,N,55093,N, ,N, ,N,6060.23,5670,N, ,N,96723,N, ,N, ,N,15615,3945,N,1504,Y,110667,N, ,N, ,N,17668,1615,Y,1845,Y,92235,N,,N,,N,14057,9,9820,n,1,1832.434783,y,17,113905,n,,,,,,,23551.34174
Iowa_Sioux,Iowa_Sioux,19167,3797,N,566077,N, ,N,3267993,Y,75853.037,115498,N,9005,N,748901,N,237515,Y,5656220,Y,219017,190201,N,15002,N,1015831,N,452364,Y,7676062,Y,330567,240469,N,17502,N,1134262,N,582000,Y,7598093,Y,391042,116,244392,n,13,27799,n,314,1220743,n,4,603468.5315,y,2,3732454.69,y,401426.6485
Iowa_Story,Iowa_Story,19169, ,N,65320,N, ,N, ,N,7185.2,2480,N, ,N,101978,Y, ,N, ,N,13394,2475,Y, ,N,52624,N, ,N, ,N,7960,9262,N,,N,66986,N,,N,,N,15494,4,5731,n,,,,16,59316,n,,,,,,,11550.847
Iowa_Tama,Iowa_Tama,19171, ,N,62350,N, ,N, ,N,6858.5,1822,Y, ,N,46515,N, ,N, ,N,6715,9219,N, ,N,111352,N, ,N, ,N,20337,5089,N,,N,85665,N,,N,,N,13888,10,8850,n,,,,28,96437,n,,,,,,,18369.52
Iowa_Taylor,Iowa_Taylor,19173, ,N,27932,N, ,N,466856,Y,4939.944, ,N, ,N,39905,Y, ,N,808031,Y,7622,4520,N, ,N,78487,N, ,N,1279344,Y,17716,,N,,N,76351,N,291000,Y,1266349,Y,14104,,,,,,,10,73373,n,1,150867.1329,y,,,,8402.937692
Iowa_Union,Iowa_Union,19175, ,N,42836,N, ,N, ,N,4711.96,911,Y, ,N,85204,N,118758,Y, ,N,10433,4554,N, ,N,101684,N,113091,Y, ,N,15430,2580,N,,N,102601,N,,N,,N,13550,2,3265.16129,y,,,,14,167644,n,,,,,,,21304.38645
Iowa_Van Buren,Iowa_VanBuren,19177, ,N,24280,N, ,N, ,N,2670.8,911,Y, ,N,59550,N, ,N, ,N,7350, ,N, ,N,83280,N, ,N, ,N,9162,,N,,N,88902,N,,N,,N,9780,,,,,,,13,116917,n,,,,,,,12860.87
Iowa_Wapello,Iowa_Wapello,19179, ,N,20054,N, ,N, ,N,2205.94, ,N, ,N,24389,N, ,N, ,N,2683, ,N, ,N,40156,N, ,N, ,N,4418,1615,Y,,N,30678,N,,N,,N,4791,3,1940,n,,,,15,33902,n,,,,,,,5430.6
Iowa_Warren,Iowa_Warren,19181, ,N,25943,N, ,N, ,N,2853.73,1822,Y, ,N,31179,N, ,N, ,N,5028,1238,Y, ,N,27581,N, ,N, ,N,4120,1615,Y,,N,9073,N,,N,,N,2415,,,,,,,,,,,,,,,,0
Iowa_Washington,Iowa_Washington,19183, ,N,339920,N, ,N,933712,Y,41126.048,1822,Y, ,N,372173,N, ,N, ,N,42541,2475,Y, ,N,555641,N, ,N, ,N,63298,3230,Y,,N,972291,N,,N,,N,109796,,,,,,,135,1324498,n,,,,,,,145694.78
Iowa_Wayne,Iowa_Wayne,19185, ,N,10190,N, ,N, ,N,1120.9, ,N, ,N,6305,N, ,N, ,N,694, ,N, ,N,24774,Y, ,N, ,N,2725,,N,,N,8727,Y,,N,,N,960,,,,,,,5,31897,n,,,,,,,3508.67
Iowa_Webster,Iowa_Webster,19187, ,N,124159,N, ,N,466856,Y,15524.914, ,N, ,N,129592,N, ,N,808031,Y,17489,2536,N, ,N,154018,N, ,N,1279344,Y,24286,,N,,N,181811,N,,N,1266349,Y,25067,2,3265.16129,y,,,,25,169460,n,,,,1,1866227.345,y,28969.05583
Iowa_Winnebago,Iowa_Winnebago,19189, ,N,15349,N, ,N, ,N,1688.39,911,Y, ,N,89693,N, ,N,808031,Y,13898,1238,Y, ,N,124304,N, ,N,1279344,Y,19878,1615,Y,,N,149479,N,,N,1266349,Y,22926,1,1632.580645,y,,,,13,73356,n,,,,1,1866227.345,y,16965.84261
Iowa_Winneshiek,Iowa_Winneshiek,19191,651,Y,56423,N, ,N,466856,Y,8161.839,1822,Y,2376,Y,81948,N, ,N,808031,Y,17056,2840,N,2658,N,86900,N, ,N,3838031,Y,30995,2536,N,3306,N,115936,N,145500,Y,1266349,Y,24832,16,10928,n,6,4445,n,37,119879,n,1,150867.1329,y,1,1866227.345,y,36412.53807
Iowa_Woodbury,Iowa_Woodbury,19193, ,N,56216,N, ,N, ,N,6183.76,18476,N, ,N,43838,N, ,N, ,N,21030,29135,N,1504,Y,71856,N, ,N, ,N,35494,33040,N,3691,Y,34674,N,,N,,N,37785,15,33812,n,2,3664.869565,y,14,60371,n,,,,,,,41113.23748
Iowa_Worth,Iowa_Worth,19195, ,N,21490,N, ,N, ,N,2363.9, ,N, ,N,41197,N, ,N, ,N,4532, ,N, ,N,28567,N, ,N, ,N,3143,,N,,N,51248,N,,N,,N,5638,,,,,,,4,9300,n,,,,,,,1023
Iowa_Wright,Iowa_Wright,19197, ,N,333286,N, ,N,466856,Y,38528.884,911,Y, ,N,314002,N, ,N,1616063,Y,41807,4370,N, ,N,570350,N, ,N,2558687,Y,76813,,N,,N,479596,N,,N,3799046,Y,67957,2,3265.16129,y,,,,26,482327,n,,,,4,7464909.379,y,85779.15397
Kansas_Allen,Kansas_Allen,20001, ,N,13267,Y, ,N, ,N,1459.37, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Kansas_Anderson,Kansas_Anderson,20003, ,N,13267,Y, ,N, ,N,1459.37,8161,Y, ,N,13162,Y, ,N, ,N,8607,11762,Y, ,N,18606,Y, ,N, ,N,12365,10485,Y,,N,24072,Y,,N,,N,11846,,,,,,,,,,,,,,,,0
Kansas_Atchison,Kansas_Atchison,20005, ,N,13267,Y, ,N, ,N,1459.37,8161,Y, ,N,26324,Y, ,N, ,N,10055,11762,Y, ,N,18606,Y, ,N, ,N,12365,62911,Y,,N,24072,Y,,N,,N,57833,1,11979.24793,y,,,,,,,,,,,,,10505.80044
Kansas_Barber,Kansas_Barber,20007, ,N, ,N, ,N, ,N,0,8161,Y, ,N, ,N, ,N, ,N,7159,23524,Y, ,N, ,N, ,N, ,N,20635,10485,Y,,N,,N,,N,,N,9198,1,11979.24793,y,,,,,,,,,,,,,10505.80044
Kansas_Barton,Kansas_Barton,20009, ,N,13267,Y, ,N, ,N,1459.37,51931,N, ,N,13162,Y, ,N, ,N,47002,69481,N, ,N,18606,Y, ,N, ,N,62995,53442,N,,N,24072,Y,,N,,N,49527,2,23958.49587,y,1,2711.05,y,2,65768.65217,y,,,,,,,31811.18337
Kansas_Bourbon,Kansas_Bourbon,20011, ,N,13267,Y, ,N, ,N,1459.37, ,N, ,N,13162,Y, ,N, ,N,1448, ,N, ,N,18606,Y, ,N, ,N,2047,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Kansas_Brown,Kansas_Brown,20013, ,N,15792,N, ,N, ,N,1737.12,4236,N, ,N,13162,Y, ,N, ,N,5164,3043,N, ,N,37213,Y, ,N, ,N,6763,20970,Y,,N,24072,Y,,N,,N,21043,1,11979.24793,y,,,,1,32884.32609,y,,,,,,,14123.07631
Kansas_Butler,Kansas_Butler,20015, ,N,29938,N, ,N, ,N,3293.18,18068,N, ,N,48000,N, ,N, ,N,21130,36990,N, ,N,51885,N, ,N, ,N,38155,20139,N,,N,36933,N,,N,,N,21729,18,16850,n,,,,8,65300,n,,,,,,,21960.45
Kansas_Chase,Kansas_Chase,20017, ,N,26533,Y, ,N, ,N,2918.63,16323,Y, ,N,13162,Y, ,N, ,N,15766,10510,N, ,N,18606,Y, ,N, ,N,11266,20970,Y,,N,,N,,N,,N,18395,3,35937.7438,y,,,,,,,,,,,,,31517.40131
Kansas_Chautauqua,Kansas_Chautauqua,20019, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Kansas_Cherokee,Kansas_Cherokee,20021, ,N, ,N, ,N, ,N,0, ,N, ,N,13162,Y, ,N, ,N,1448, ,N, ,N,18606,Y, ,N, ,N,2047,,N,,N,24072,Y,,N,,N,2648,,,,,,,1,32884.32609,y,,,,,,,3617.27587
Kansas_Cheyenne,Kansas_Cheyenne,20023, ,N,13267,Y, ,N, ,N,1459.37,12228,N, ,N, ,N, ,N, ,N,10726,19582,N, ,N, ,N, ,N, ,N,17177,22722,N,4280,Y,,N,,N,,N,25715,3,35937.7438,y,1,2711.05,y,,,,,,,,,,35082.43206
Kansas_Clark,Kansas_Clark,20025, ,N, ,N, ,N, ,N,0,40807,Y, ,N, ,N, ,N, ,N,35796,33364,N, ,N, ,N, ,N, ,N,29267,31456,Y,,N,,N,,N,,N,27593,5,59896.23967,y,,,,,,,,,,,,,52529.00219
Kansas_Clay,Kansas_Clay,20027, ,N,32240,N, ,N,223333,Y,4439.732, ,N, ,N,18065,N, ,N, ,N,1987,23524,Y, ,N,32077,N, ,N, ,N,24164,20970,Y,,N,20738,N,,N,,N,20676,1,11979.24793,y,,,,11,54035,n,,,,,,,16449.65044
Kansas_Cloud,Kansas_Cloud,20029, ,N,13267,Y, ,N, ,N,1459.37,16323,Y, ,N,3865,N, ,N, ,N,14743,23524,Y, ,N,18606,Y, ,N, ,N,22682,,N,,N,48145,Y,,N,,N,5296,,,,,,,,,,,,,,,,0
Kansas_Coffey,Kansas_Coffey,20031, ,N, ,N, ,N,223333,Y,893.332, ,N, ,N, ,N, ,N, ,N,,11762,Y, ,N,18606,Y, ,N, ,N,12365,,N,,N,24072,Y,,N,,N,2648,,,,,,,,,,,,,,,,0
Kansas_Comanche,Kansas_Comanche,20033, ,N, ,N, ,N, ,N,0,8161,Y, ,N, ,N, ,N, ,N,7159, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Kansas_Cowley,Kansas_Cowley,20035, ,N,9937,N, ,N, ,N,1093.07,2100,N, ,N,26324,Y, ,N, ,N,4738,1500,N, ,N,18606,Y, ,N, ,N,3363,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Kansas_Crawford,Kansas_Crawford,20037, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,,11762,Y, ,N, ,N, ,N, ,N,10318,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Kansas_Decatur,Kansas_Decatur,20039, ,N,13267,Y, ,N, ,N,1459.37,32646,Y, ,N,13162,Y, ,N, ,N,30085,35287,Y, ,N,18606,Y, ,N, ,N,33001,41941,Y,,N,,N,,N,,N,36790,3,35937.7438,y,,,,,,,,,,,,,31517.40131
Kansas_Dickinson,Kansas_Dickinson,20041, ,N,6604,N, ,N, ,N,726.44,9143,N, ,N,8064,N, ,N, ,N,8907,8759,N, ,N,9485,N, ,N, ,N,8726,20970,Y,,N,,N,,N,,N,18395,3,35937.7438,y,,,,1,32884.32609,y,,,,,,,35134.67718
Kansas_Doniphan,Kansas_Doniphan,20043, ,N,13267,Y, ,N, ,N,1459.37,8161,Y, ,N,26324,Y, ,N, ,N,10055, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Kansas_Douglas,Kansas_Douglas,20045, ,N,13267,Y, ,N, ,N,1459.37,8161,Y, ,N, ,N, ,N, ,N,7159,11762,Y, ,N,18606,Y, ,N, ,N,12365,10485,Y,,N,,N,,N,,N,9198,,,,,,,,,,,,,,,,0
Kansas_Edwards,Kansas_Edwards,20047, ,N, ,N, ,N, ,N,0,24484,Y, ,N, ,N, ,N, ,N,21477,35287,Y, ,N, ,N, ,N, ,N,30954,10485,Y,,N,,N,,N,,N,9198,3,35937.7438,y,,,,,,,,,,,,,31517.40131
Kansas_Elk,Kansas_Elk,20049, ,N,13267,Y, ,N, ,N,1459.37,8161,Y, ,N, ,N, ,N, ,N,7159, ,N, ,N, ,N, ,N, ,N,,10485,Y,,N,,N,,N,,N,9198,1,11979.24793,y,,,,,,,,,,,,,10505.80044
Kansas_Ellis,Kansas_Ellis,20051, ,N, ,N, ,N, ,N,0,16323,Y, ,N,13162,Y, ,N, ,N,15766,11762,Y, ,N, ,N, ,N, ,N,10318,,N,,N,,N,,N,,N,,1,11979.24793,y,,,,,,,,,,,,,10505.80044
Kansas_Ellsworth,Kansas_Ellsworth,20053, ,N,13267,Y, ,N, ,N,1459.37, ,N, ,N, ,N, ,N, ,N,, ,N, ,N,18606,Y, ,N, ,N,2047,,N,,N,24072,Y,,N,,N,2648,,,,,,,1,32884.32609,y,,,,,,,3617.27587
Kansas_Finney,Kansas_Finney,20055, ,N, ,N, ,N, ,N,0,122422,Y,7076,Y, ,N, ,N, ,N,116950,206103,N,3800,Y, ,N, ,N, ,N,185927,94367,Y,4280,Y,,N,,N,,N,88561,9,107813.2314,y,1,2711.05,y,,,,,,,,,,98117.23469
Kansas_Ford,Kansas_Ford,20057, ,N, ,N, ,N, ,N,0,107236,N, ,N, ,N, ,N, ,N,94067,123425,N, ,N, ,N, ,N, ,N,108268,89222,N,,N,,N,,N,,N,78265,10,119792.4793,y,,,,,,,,,,,,,105058.0044
Kansas_Franklin,Kansas_Franklin,20059, ,N,26533,Y, ,N, ,N,2918.63,8161,Y, ,N,26324,Y, ,N, ,N,10055,4130,N, ,N,19800,N, ,N, ,N,5801,4717,N,,N,48145,Y,,N,,N,9434,3,6053,n,,,,3,10600,n,,,,,,,6474.481
Kansas_Geary,Kansas_Geary,20061, ,N,26533,Y, ,N, ,N,2918.63, ,N, ,N,26324,Y, ,N, ,N,2896, ,N, ,N,37213,Y, ,N, ,N,4094,,N,,N,24072,Y,,N,,N,2648,,,,,,,2,65768.65217,y,,,,,,,7234.551739
Kansas_Gove,Kansas_Gove,20063, ,N,13267,Y, ,N, ,N,1459.37,16323,Y, ,N,13162,Y, ,N, ,N,15766,23524,Y, ,N, ,N, ,N, ,N,20635,10485,Y,,N,,N,,N,,N,9198,2,23958.49587,y,,,,,,,,,,,,,21011.60088
Kansas_Graham,Kansas_Graham,20065, ,N,26533,Y, ,N, ,N,2918.63,8161,Y, ,N,13162,Y, ,N, ,N,8607, ,N, ,N,18606,Y, ,N, ,N,2047,,N,,N,24072,Y,,N,,N,2648,,,,,,,1,32884.32609,y,,,,,,,3617.27587
Kansas_Grant,Kansas_Grant,20067, ,N, ,N, ,N, ,N,0,114370,N,3538,Y,13162,Y, ,N, ,N,106554,170379,N,3800,Y,37213,Y, ,N, ,N,158684,41941,Y,,N,48145,Y,,N,,N,42087,3,35937.7438,y,1,2711.05,y,2,65768.65217,y,,,,,,,42316.9838
Kansas_Gray,Kansas_Gray,20069,2469,Y,26533,Y, ,N, ,N,3251.945,119695,N, ,N,13162,Y, ,N, ,N,106444,179205,N,7600,Y,18606,Y, ,N, ,N,169514,161040,N,12840,Y,24072,Y,,N,,N,161262,5,171372,n,3,27834,n,1,32884.32609,y,,,,,,,190512.2299
Kansas_Greeley,Kansas_Greeley,20071, ,N,13267,Y, ,N, ,N,1459.37,15257,N,3538,Y, ,N, ,N, ,N,18164,23524,Y,3800,Y, ,N, ,N, ,N,25770,10485,Y,8560,Y,24072,Y,,N,,N,23413,1,11979.24793,y,2,5422.1,y,2,65768.65217,y,,,,,,,24870.41368
Kansas_Greenwood,Kansas_Greenwood,20073, ,N, ,N, ,N, ,N,0,8161,Y, ,N, ,N, ,N, ,N,7159,11762,Y, ,N, ,N, ,N, ,N,10318,20970,Y,,N,,N,,N,,N,18395,1,11979.24793,y,,,,,,,,,,,,,10505.80044
Kansas_Hamilton,Kansas_Hamilton,20075,4938,Y, ,N, ,N, ,N,666.63,58412,N,21719,N, ,N, ,N, ,N,80589,35287,Y,23021,N, ,N, ,N, ,N,62063,10485,Y,36928,N,,N,,N,,N,59100,3,35937.7438,y,6,53954,n,,,,,,,,,,102466.9113
Kansas_Harper,Kansas_Harper,20077, ,N, ,N, ,N, ,N,0, ,N, ,N, ,N, ,N, ,N,,11762,Y, ,N, ,N, ,N, ,N,10318,20970,Y,,N,,N,,N,,N,18395,1,11979.24793,y,,,,,,,,,,,,,10505.80044
Kansas_Harvey,Kansas_Harvey,20079, ,N,5233,N, ,N, ,N,575.63,3500,N, ,N,6280,N, ,N, ,N,3761,8354,N, ,N,18748,N, ,N, ,N,9390,8968,N,,N,10900,N,,N,,N,9066,5,3640,n,,,,3,16400,n,,,,,,,4996.28
Kansas_Haskell,Kansas_Haskell,20081, ,N, ,N, ,N, ,N,0,261483,N, ,N, ,N, ,N, ,N,229371,70573,Y, ,N, ,N, ,N, ,N,61906,330882,N,,N,,N,,N,,N,290247,5,355191,n,,,,,,,,,,,,,311502.507
Kansas_Hodgeman,Kansas_Hodgeman,20083, ,N, ,N, ,N, ,N,0,31695,N,3538,Y, ,N, ,N, ,N,32584,30437,N,3800,Y, ,N, ,N, ,N,31834,31456,Y,4280,Y,,N,,N,,N,33376,2,23958.49587,y,1,2711.05,y,,,,,,,,,,24576.63163
Kansas_Jackson,Kansas_Jackson,20085, ,N, ,N, ,N, ,N,0, ,N, ,N,13162,Y, ,N, ,N,1448, ,N, ,N,18606,Y, ,N, ,N,2047,,N,,N,,N,,N,,N,,,,,,,,1,32884.32609,y,,,,,,,3617.27587
Kansas_Jefferson,Kansas_Jefferson,20087, ,N, ,N, ,N, ,N,0, ,N, ,N,26324,Y, ,N, ,N,2896,3200,N, ,N,18606,Y, ,N, ,N,4854,20970,Y,,N,,N,,N,,N,18395,2,23958.49587,y,,,,,,,,,,,,,21011.60088
Kansas_Jewell,Kansas_Jewell,20089, ,N,16470,N, ,N, ,N,1811.7,4864,N, ,N,6685,N, ,N, ,N,5002,11762,Y, ,N,37213,Y, ,N, ,N,14412,10485,Y,,N,24072,Y,,N,,N,11846,1,11979.24793,y,,,,1,32884.32609,y,,,,,,,14123.07631
Kansas_Johnson,Kansas_Johnson,20091,2469,Y,13267,Y, ,N, ,N,1792.685,8161,Y, ,N,13162,Y, ,N, ,N,8607, ,N, ,N,18606,Y, ,N, ,N,2047,,N,,N,24072,Y,,N,,N,2648,,,,,,,,,,,,,,,,0
Kansas_Kearny,Kansas_Kearny,20093,2469,Y, ,N, ,N, ,N,333.315,67339,N,7076,Y,13162,Y, ,N, ,N,70079,35287,Y,3800,Y,18606,Y, ,N, ,N,38136,45781,N,4280,Y,48145,Y,,N,,N,51239,2,23958.49587,y,2,5422.1,y,,,,,,,,,,28141.66238
Kansas_Kingman,Kansas_Kingman,20095, ,N,13267,Y, ,N, ,N,1459.37,8161,Y, ,N,13162,Y, ,N, ,N,8607, ,N, ,N,18606,Y, ,N, ,N,2047,,N,,N,,N,,N,,N,,,,,,,,2,65768.65217,y,,,,,,,7234.551739
Kansas_Kiowa,Kansas_Kiowa,20097, ,N,13267,Y, ,N, ,N,1459.37, ,N, ,N, ,N, ,N, ,N,, ,N, ,N, ,N, ,N, ,N,,,N,,N,,N,,N,,N,,,,,,,,,,,,,,,,,0
Kansas_Labette,Kansas_Labette,20099, ,N, ,N, ,N, ,N,0,8161,Y, ,N, ,N, ,N, ,N,7159,11762,Y, ,N, ,N, ,N, ,N,10318,10485,Y,,N,,N,,N,,N,9198,1,11979.24793,y,,,,,,,,,,,,,10505.80044
Kansas_Lane,Kansas_Lane,20101, ,N, ,N, ,N, ,N,0,24484,Y, ,N, ,N, ,N, ,N,21477,35287,Y, ,N, ,N, ,N, ,N,30954,31456,Y,,N,,N,,N,,N,27593,2,23958.49587,y,,,,,,,,,,,,,21011.60088
Kansas_Leavenworth,Kansas_Leavenworth,20103, ,N,26533,Y, ,N, ,N,2918.63, ,N, ,N,13162,Y, ,N, ,N,1448, ,N, ,N,18606,Y, ,N, ,N,2047,,N,,N,24072,Y,,N,,N,2648,,,,,,,1,32884.32609,y,,,,,,,3617.27587
Kansas_Lincoln,Kansas_Lincoln,20105, ,N, ,N, ,N, ,N,0,8161,Y, ,N, ,N, ,N, ,N,7159,23524,Y, ,N, ,N, ,N, ,N,20635,10485,Y,,N,,N,,N,,N,9198,2,23958.49587,y,,,,,,,,,,,,,21011.60088
